# Grandfather-Baseline fuer das Triage-Log-Bindungs-Gate (tests/test_triage_log_bindung.py).
#
# HERKUNFT: Historische Triage (vor 2026-07-16) loggte nur abweichung-Items in den
#   entscheidungs_log; annahme/norm_teil-Items blieben ohne maschinenlesbare
#   Autorisierungs-Bindung. Entdeckt im N1-Nachlauf 2026-07-16 (Paket 7, KStG-Zinsschranke).
# STAND: 369 ungebundene auth-Items (nicht_echt/nicht_material/bedingung_neu)
#   zum Zeitpunkt der Baseline-Erstellung. Bindung gueltig = entscheidungs_log-Eintrag mit
#   nicht-leerem entschieden_via (adjudikation-*, bulk-triage-*, batch*-triage, msg*, ... alle echt).
# SCHRUMPF-REGEL: Diese Datei darf NUR SCHRUMPFEN. Ein Eintrag ist zu entfernen, sobald sein
#   Item echt gebunden wird (chargenweiser 369-Backfill = Backlog) ODER das Item nicht mehr
#   existiert. Der Gate ERZWINGT das: stale/gebundene Baseline-Eintraege => FAIL. Neue
#   ungebundene auth-Items duerfen NICHT hinzugefuegt werden (Ratsche); ein Wachstum ist nur
#   ueber einen sichtbaren Commit-Diff moeglich und im Review zu begruenden.
# FORMAT: <rule_id>\t<schluessel-json>  (eine Zeile je grandfathered Item)
p10a_sonderausgabenabzug	["annahme", "betrifft_kat", "altersvorsorgebeitraege", "interpretation"]
p10a_sonderausgabenabzug	["annahme", "betrifft_kat", "ergebnis", "einheit"]
p10a_sonderausgabenabzug	["annahme", "betrifft_kat", "zulage_anspruch", "interpretation"]
p10b_spenden	["annahme", "betrifft_kat", "gesamtbetrag_der_einkuenfte", "einheit"]
p10b_spenden	["annahme", "betrifft_kat", "zuwendungen", "interpretation"]
p10d_2_verlustvortrag_abzug	["abweichung", "abweichung_text", "der sockelbetrag wird bei zusammenveranlagung verdoppelt, was die norm nicht vorsieht."]
p10d_2_verlustvortrag_abzug	["annahme", "betrifft_kat", "gesamtbetrag_einkuenfte", "einheit"]
p10d_2_verlustvortrag_abzug	["annahme", "betrifft_kat", "verlustvortrag_bestand", "geltungsvoraussetzung"]
p10d_2_verlustvortrag_abzug	["annahme", "betrifft_kat", "zusammenveranlagung", "interpretation"]
p15_1_2_mitunternehmer_einkuenfte	["norm_teil", "ref", "§ 15 abs. 1 nr. 2 s. 1 estg"]
p15a_1_ausgleichsfaehiger_verlust	["annahme", "betrifft_kat", "kapitalkonto", "interpretation"]
p15a_1_ausgleichsfaehiger_verlust	["norm_teil", "ref", "§ 15a abs. 1 s. 1 estg"]
p15a_1_erweiterte_aussenhaftung	["annahme", "betrifft_kat", "kapitalkonto", "interpretation"]
p15a_1_erweiterte_aussenhaftung	["annahme", "betrifft_kat", "verlustanteil", "geltungsvoraussetzung"]
p15a_1_erweiterte_aussenhaftung	["norm_teil", "ref", "§ 15a abs. 1 s. 2 estg"]
p15a_1_verrechenbarer_verlust	["norm_teil", "ref", "§ 15a abs. 2 s. 1 estg"]
p15a_3_einlageminderung	["norm_teil", "ref", "§ 15a abs. 3 s. 1"]
p15a_3_einlageminderung	["norm_teil", "ref", "§ 15a abs. 3 s. 2"]
p16_4_freibetrag	["annahme", "betrifft_kat", "veraeusserungsgewinn", "einheit"]
p16_4_freibetrag	["annahme", "betrifft_kat", "veraeusserungsgewinn", "geltungsvoraussetzung"]
p16_4_freibetrag	["annahme", "betrifft_kat", "veraeusserungsgewinn", "rundung"]
p16_4_freibetrag	["norm_teil", "ref", "§ 16 abs. 4 s. 1 estg"]
p16_4_freibetrag	["norm_teil", "ref", "§ 16 abs. 4 s. 3 estg"]
p20_6_verlustverrechnung	["abweichung", "abweichung_text", "keine beschraenkung auf § 20 abs. 2 satz 1 nr. 1 satz 1 (aktiengewinne)."]
p20_6_verlustverrechnung	["abweichung", "abweichung_text", "verluste aus aktien werden nicht mit anderen kapitalertraegen verrechnet, sondern nur untereinander."]
p20_6_verlustverrechnung	["abweichung", "abweichung_text", "verluste aus kapitalvermoegen duerfen nicht mit anderen einkunftsarten ausgeglichen werden."]
p20_6_verlustverrechnung	["abweichung", "abweichung_text", "verluste aus sonstigem kapitalvermoegen werden nicht mit aktiengewinnen verrechnet."]
p20_6_verlustverrechnung	["annahme", "betrifft_kat", "gewinn_aktien", "interpretation"]
p20_6_verlustverrechnung	["annahme", "betrifft_kat", "gewinn_sonstige", "interpretation"]
p20_6_verlustverrechnung	["annahme", "betrifft_kat", "verlust_aktien", "interpretation"]
p20_6_verlustverrechnung	["annahme", "betrifft_kat", "verlust_sonstige", "interpretation"]
p20_6_verlustverrechnung	["norm_teil", "ref", "§ 20 abs. 6 estg"]
p20_9_sparer_pauschbetrag	["abweichung", "abweichung_text", "der sparer-pauschbetrag wird nur abgezogen, wenn kapitalertraege darueber liegen."]
p20_9_sparer_pauschbetrag	["norm_teil", "ref", "§ 20 abs. 9 satz 1 estg"]
p20_9_sparer_pauschbetrag	["norm_teil", "ref", "§ 20 abs. 9 satz 1"]
p21_2_verbilligte_vermietung_wk	["annahme", "betrifft_kat", "entgelt_quote_prozent", "geltungsvoraussetzung"]
p21_2_verbilligte_vermietung_wk	["annahme", "betrifft_kat", "entgelt_quote_prozent", "interpretation"]
p21_2_verbilligte_vermietung_wk	["norm_teil", "ref", "§ 21 abs. 2 s. 1"]
p21_2_verbilligte_vermietung_wk	["norm_teil", "ref", "§ 21 abs. 2 s. 2"]
p22_1_leibrente_besteuerungsanteil	["norm_teil", "ref", "§ 22 nr. 1 s. 2-3 estg"]
p22_3_sonstige_leistungen	["abweichung", "abweichung_text", "freigrenze von 256 euro wird als absolute grenze (>=) statt als untergrenze (<) geprueft."]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "einnahmen", "einheit"]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "einnahmen", "zeitbezug"]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "ergebnis", "interpretation"]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "ergebnis", "zeitbezug"]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "werbungskosten", "einheit"]
p22_3_sonstige_leistungen	["annahme", "betrifft_kat", "werbungskosten", "interpretation"]
p23_3_verlusttopf	["annahme", "betrifft_kat", "ergebnis", "geltungsvoraussetzung"]
p23_3_verlusttopf	["annahme", "betrifft_kat", "gewinn_pvg", "interpretation"]
p23_3_verlusttopf	["annahme", "betrifft_kat", "verlust_pvg", "interpretation"]
p23_3_verlusttopf	["norm_teil", "ref", "§ 23 abs. 3 s. 7 estg"]
p23_freigrenze	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p23_freigrenze	["annahme", "betrifft_kat", "gesamtgewinn", "einheit"]
p24a_altersentlastungsbetrag	["annahme", "betrifft_kat", "prozentsatz", "einheit"]
p24b_entlastungsbetrag	["abweichung", "abweichung_text", "bei mehr als 12 monaten ohne voraussetzungen wird der entlastungsbetrag negativ, obwohl die norm nur eine minderung bis auf null vorsieht."]
p24b_entlastungsbetrag	["abweichung", "abweichung_text", "die berechnung kann zu einem negativen entlastungsbetrag fuehren, wenn monate_ohne_voraussetzung groesser als 12 ist."]
p24b_entlastungsbetrag	["abweichung", "abweichung_text", "die formalisierung kappt monate_ohne_voraussetzung nicht auf 12, was bei werten ueber 12 zu einem negativen entlastungsbetrag fuehrt."]
p24b_entlastungsbetrag	["abweichung", "abweichung_text", "die formalisierung laesst werte ueber 12 zu und erzeugt dann einen negativen entlastungsbetrag, obwohl die norm maximal 12 fehlmonate vorsieht."]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "alleinstehend", "interpretation"]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "anzahl_kinder", "interpretation"]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "anzahl_kinder", "sonstige"]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "monate_ohne_voraussetzung", "interpretation"]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "monate_ohne_voraussetzung", "sonstige"]
p24b_entlastungsbetrag	["annahme", "betrifft_kat", "monate_ohne_voraussetzung", "zeitbezug"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 1 s. 1"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 1 s. 2"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 1 satz 1"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 1 satz 2"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 2"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 3"]
p24b_entlastungsbetrag	["norm_teil", "ref", "§ 24b abs. 4"]
p32b_progressionsvorbehalt	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p32b_progressionsvorbehalt	["annahme", "betrifft_kat", "est_auf_erhoehte_bemessung", "interpretation"]
p32b_progressionsvorbehalt	["annahme", "betrifft_kat", "progressionseinkuenfte", "interpretation"]
p32b_progressionsvorbehalt	["norm_teil", "ref", "§ 32b abs. 1 s. 1 estg"]
p32b_progressionsvorbehalt	["norm_teil", "ref", "§ 32b abs. 2 s. 1 nr. 1 estg"]
p32b_progressionsvorbehalt	["norm_teil", "ref", "§ 32b abs. 2 s. 1 nr. 1"]
p32d_1_abgeltung	["abweichung", "abweichung_text", "die steuer wird nicht nur bei antrag, sondern immer dann angepasst, wenn guenstiger_delta < abgeltung."]
p32d_1_abgeltung	["annahme", "betrifft_kat", "est_regulaer_mit_kap", "interpretation"]
p32d_1_abgeltung	["annahme", "betrifft_kat", "est_regulaer_ohne_kap", "interpretation"]
p32d_1_abgeltung	["annahme", "betrifft_kat", "kapitaleinkuenfte", "interpretation"]
p32d_1_abgeltung	["norm_teil", "ref", "§ 32d abs. 1 s. 1 estg"]
p32d_1_abgeltung	["norm_teil", "ref", "§ 32d abs. 6 s. 1 estg"]
p32d_1_kirchensteuer	["abweichung", "abweichung_text", "formel weicht ab: norm verwendet e - 4q / (4 + k), formalisierung (e - 4q) / (4 + k)."]
p32d_1_kirchensteuer	["annahme", "betrifft_kat", "anrechenbare_auslaendische_steuer", "interpretation"]
p32d_1_kirchensteuer	["annahme", "betrifft_kat", "ergebnis", "sonstige"]
p32d_1_kirchensteuer	["annahme", "betrifft_kat", "kapitaleinkuenfte", "interpretation"]
p32d_1_kirchensteuer	["annahme", "betrifft_kat", "kirchensteuersatz", "einheit"]
p32d_1_kirchensteuer	["annahme", "betrifft_kat", "kirchensteuersatz", "interpretation"]
p32d_1_kirchensteuer	["norm_teil", "ref", "§ 32d abs. 1 s. 4 estg"]
p33_3_zumutbare_belastung	["annahme", "betrifft_kat", "anzahl_kinder", "interpretation"]
p33_3_zumutbare_belastung	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p33_3_zumutbare_belastung	["annahme", "betrifft_kat", "gesamtbetrag_der_einkuenfte", "interpretation"]
p33_3_zumutbare_belastung	["annahme", "betrifft_kat", "splitting", "interpretation"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1 nr. 1 b) estg"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1 nr. 1 b)"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1 nr. 1 buchst. b"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1 nr. 1"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1 nr. 1b estg"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1 tabelle"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 1"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 2 estg"]
p33_3_zumutbare_belastung	["norm_teil", "ref", "§ 33 abs. 3 satz 2"]
p33a_ausbildungsfreibetrag	["annahme", "betrifft_kat", "ergebnis", "einheit"]
p33a_ausbildungsfreibetrag	["annahme", "betrifft_kat", "ergebnis", "zeitbezug"]
p33a_ausbildungsfreibetrag	["annahme", "betrifft_kat", "hat_anspruch", "interpretation"]
p33a_ausbildungsfreibetrag	["norm_teil", "ref", "§ 33a abs. 2 s. 1 estg"]
p33a_unterhalt	["annahme", "betrifft_kat", "andere_einkuenfte_bezuege", "einheit"]
p33a_unterhalt	["annahme", "betrifft_kat", "andere_einkuenfte_bezuege", "interpretation"]
p33a_unterhalt	["annahme", "betrifft_kat", "anrechnungsbetrag", "geltungsvoraussetzung"]
p33a_unterhalt	["annahme", "betrifft_kat", "aufwendungen", "interpretation"]
p33a_unterhalt	["annahme", "betrifft_kat", "grundfreibetrag", "einheit"]
p33a_unterhalt	["annahme", "betrifft_kat", "grundfreibetrag", "sonstige"]
p33a_unterhalt	["annahme", "betrifft_kat", "hoechstbetrag", "interpretation"]
p33a_unterhalt	["annahme", "betrifft_kat", "kv_pv_beitraege", "interpretation"]
p33a_unterhalt	["norm_teil", "ref", "§ 32a abs. 1 s. 2 nr. 1 estg"]
p33a_unterhalt	["norm_teil", "ref", "§ 33a abs. 1 s. 1 estg"]
p33a_unterhalt	["norm_teil", "ref", "§ 33a abs. 1 s. 5 estg"]
p33b_behinderten_pauschbetrag	["annahme", "betrifft_kat", "grad_der_behinderung", "interpretation"]
p33b_behinderten_pauschbetrag	["annahme", "betrifft_kat", "grad_der_behinderung", "rundung"]
p33b_behinderten_pauschbetrag	["annahme", "betrifft_kat", "grad_der_behinderung", "sonstige"]
p33b_behinderten_pauschbetrag	["norm_teil", "ref", "§ 33b abs. 3 s. 3 estg"]
p33b_behinderten_pauschbetrag	["norm_teil", "ref", "§ 33b abs. 3 s. 3"]
p33b_hinterbliebenen_pauschbetrag	["annahme", "betrifft_kat", "hat_hinterbliebenenbezuege", "geltungsvoraussetzung"]
p33b_hinterbliebenen_pauschbetrag	["norm_teil", "ref", "§ 33b abs. 4 s. 1 estg"]
p33b_pflege_pauschbetrag	["abweichung", "abweichung_text", "die formalisierung gewaehrt 1.800 euro bei hilflosigkeit unabhaengig vom pflegegrad, waehrend die norm dies nur zusaetzlich zu pflegegrad 4 oder 5 vorsieht."]
p33b_pflege_pauschbetrag	["abweichung", "abweichung_text", "die formalisierung gewaehrt den pauschbetrag bei hilflosigkeit unabhaengig vom pflegegrad, die norm nur bei pflegegrad 4 oder 5."]
p33b_pflege_pauschbetrag	["annahme", "betrifft_kat", "pflegegrad", "interpretation"]
p33b_pflege_pauschbetrag	["annahme", "betrifft_kat", "pflegegrad", "sonstige"]
p33b_pflege_pauschbetrag	["norm_teil", "ref", "satz 3"]
p33b_pflege_pauschbetrag	["norm_teil", "ref", "satz 4"]
p34_3_ermaessigter_durchschnittssatz	["abweichung", "abweichung_text", "der durchschnittliche steuersatz wird als quotient aus est_gesamt_zzgl_progression und bemessungsgrundlage_durchschnitt berechnet, nicht als tarifliche einkommensteuer."]
p34_3_ermaessigter_durchschnittssatz	["abweichung", "abweichung_text", "der ermaessigte steuersatz wird auf die bemessungsgrundlage (cap) angewendet, nicht auf den teil der ausserordentlichen einkuenfte."]
p34_3_ermaessigter_durchschnittssatz	["abweichung", "abweichung_text", "die berechnung des durchschnittssatzes als quotient aus est_gesamt_zzgl_progression und bemessungsgrundlage_durchschnitt ist nicht normkonform."]
p34_3_ermaessigter_durchschnittssatz	["abweichung", "abweichung_text", "die berechnung des ermaessigten steuersatzes fehlt die multiplikation mit der tariflichen einkommensteuer."]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "ao_einkuenfte", "einheit"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "ao_einkuenfte", "geltungsvoraussetzung"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "ao_einkuenfte", "interpretation"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "ao_einkuenfte", "rundung"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "ao_einkuenfte", "sonstige"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "bemessungsgrundlage_durchschnitt", "einheit"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "bemessungsgrundlage_durchschnitt", "interpretation"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "ergebnis", "interpretation"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "est_ao", "rundung"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "est_gesamt_zzgl_progression", "einheit"]
p34_3_ermaessigter_durchschnittssatz	["annahme", "betrifft_kat", "est_gesamt_zzgl_progression", "interpretation"]
p34_3_ermaessigter_durchschnittssatz	["norm_teil", "ref", "§ 34 abs. 3 s. 1 estg"]
p34_3_ermaessigter_durchschnittssatz	["norm_teil", "ref", "§ 34 abs. 3 s. 1"]
p34_fuenftel_ao_est	["abweichung", "abweichung_text", "das ergebnis ist der fuenfache unterschiedsbetrag, nicht die differenz der steuerbetraege."]
p34_fuenftel_ao_est	["abweichung", "abweichung_text", "die differenz wird mit 5 multipliziert, nicht die steuerdifferenz."]
p34c_1_anrechnung_hoechstbetrag	["abweichung", "abweichung_text", "durchschnittssatz wird als quotient aus auslaendischen einkuenften und zu versteuerndem einkommen berechnet, nicht als steuersatz."]
p34c_1_anrechnung_hoechstbetrag	["abweichung", "abweichung_text", "hoechstbetrag wird als produkt aus deutscher est inkl. auslaendischer einkuenfte und durchschnittssatz berechnet, nicht als anwendung des steuersatzes."]
p34c_1_anrechnung_hoechstbetrag	["annahme", "betrifft_kat", "auslaendische_einkuenfte_staat", "geltungsvoraussetzung"]
p34c_1_anrechnung_hoechstbetrag	["annahme", "betrifft_kat", "auslaendische_einkuenfte_staat", "interpretation"]
p34c_1_anrechnung_hoechstbetrag	["annahme", "betrifft_kat", "deutsche_est_inkl_ausl", "interpretation"]
p34c_1_anrechnung_hoechstbetrag	["annahme", "betrifft_kat", "gezahlte_auslaendische_steuer", "interpretation"]
p34c_1_anrechnung_hoechstbetrag	["annahme", "betrifft_kat", "zu_versteuerndes_einkommen", "geltungsvoraussetzung"]
p34c_1_anrechnung_hoechstbetrag	["norm_teil", "ref", "§ 34c abs. 1 s. 1 estg"]
p34c_1_anrechnung_hoechstbetrag	["norm_teil", "ref", "§ 34c abs. 1 s. 2 estg"]
p34c_2_abzug_statt_anrechnung	["norm_teil", "ref", "§ 34c abs. 2 estg"]
p35_1_gewst_anrechnung	["annahme", "betrifft_kat", "gewerbesteuer_messbetrag", "interpretation"]
p35_1_gewst_anrechnung	["annahme", "betrifft_kat", "gewerbliche_einkuenfte", "interpretation"]
p35_1_gewst_anrechnung	["annahme", "betrifft_kat", "summe_positive_einkuenfte", "interpretation"]
p35_1_gewst_anrechnung	["norm_teil", "ref", "§ 35 abs. 1 s. 1 nr. 1 estg"]
p35_1_gewst_anrechnung	["norm_teil", "ref", "§ 35 abs. 1 s. 5 estg"]
p35a_2_3_haushaltsnahe	["abweichung", "abweichung_text", "die formaliserung wendet 20% auf den gesamten betrag an, obwohl nach § 35a abs. 5 satz 2 nur arbeitskosten abziehbar sind."]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "ergebnis", "geltungsvoraussetzung"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "ergebnis", "interpretation"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "handwerker_arbeitskosten", "geltungsvoraussetzung"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "handwerker_arbeitskosten", "interpretation"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "haushaltsnahe_dienstleistungen", "geltungsvoraussetzung"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "haushaltsnahe_dienstleistungen", "interpretation"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "minijob_aufwendungen", "geltungsvoraussetzung"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "minijob_aufwendungen", "interpretation"]
p35a_2_3_haushaltsnahe	["annahme", "betrifft_kat", "minijob_aufwendungen", "zeitbezug"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 1"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 2 satz 1"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 3 satz 1"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 3 satz 2"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 4 satz 1"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 4"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 5 satz 1"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 5 satz 2"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 5 satz 3"]
p35a_2_3_haushaltsnahe	["norm_teil", "ref", "§ 35a abs. 5 satz 4"]
p35c_sanierung_ermaessigung	["annahme", "betrifft_kat", "ist_uebernaechstes_foerderjahr", "zeitbezug"]
p35c_sanierung_ermaessigung	["annahme", "betrifft_kat", "sanierungsaufwendungen", "einheit"]
p4_3_gewinn	["norm_teil", "ref", "§ 4 abs. 3 s. 1 estg"]
p4_5_1_geschenke	["norm_teil", "ref", "§ 4 abs. 5 s. 1 nr. 1 estg"]
p4_5_2_bewirtung	["abweichung", "abweichung_text", "70% der angemessenen aufwendungen werden abgezogen, nicht der uebersteigende betrag."]
p4_5_2_bewirtung	["norm_teil", "ref", "§ 4 abs. 5 s. 1 nr. 2 estg"]
p5_5_aktiver_rap	["annahme", "betrifft_kat", "ausgabe", "interpretation"]
p5_5_aktiver_rap	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p5_5_aktiver_rap	["annahme", "betrifft_kat", "monate_gesamt", "zeitbezug"]
p5_5_aktiver_rap	["annahme", "betrifft_kat", "monate_nach_stichtag", "zeitbezug"]
p5_5_aktiver_rap	["norm_teil", "ref", "§ 5 abs. 5 s. 1 nr. 1 estg"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "einnahme", "einheit"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "einnahme", "interpretation"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "ergebnis", "rundung"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "monate_gesamt", "einheit"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "monate_gesamt", "zeitbezug"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "monate_nach_stichtag", "geltungsvoraussetzung"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "monate_nach_stichtag", "zeitbezug"]
p5_5_passiver_rap	["annahme", "betrifft_kat", "passiver_rap", "rundung"]
p5_5_passiver_rap	["norm_teil", "ref", "§ 5 abs. 5 s. 1 nr. 2 estg"]
p6_1_1_bewertung_av	["annahme", "betrifft_kat", "dauernde_wertminderung", "geltungsvoraussetzung"]
p6_1_1_bewertung_av	["annahme", "betrifft_kat", "teilwert", "interpretation"]
p6_1_1_bewertung_av	["annahme", "betrifft_kat", "teilwertabschreibung_gewaehlt", "geltungsvoraussetzung"]
